timestamp,app_prefix,node_id,http_endpoint,http_method,http_status,latency
1639351382,webapp1,10.0.1.1,test,GET,200,0.3020763397216797
1639351382,webapp1,10.0.1.1,test,GET,400,0.1614093780517578
1639351382,webapp1,10.0.1.1,test,GET,200,0.14019012451171875
1639351382,webapp1,10.1.3.4,test,GET,200,0.1499652862548828
1639351382,webapp1,10.1.3.4,test,GET,200,0.17118453979492188
1639351382,webapp1,10.0.1.1,test,GET,400,0.1361370086669922
1639351382,webapp1,10.1.3.4,test,GET,200,0.171661376953125
1639351382,webapp1,10.1.3.4,test,GET,200,0.23031234741210938
1639351382,webapp1,10.0.1.1,test,GET,200,0.10657310485839844
1639351382,webapp1,10.1.3.4,test,GET,200,0.07700920104980469
1639351382,webapp1,10.0.1.1,test,GET,200,0.08559226989746094
1639351382,webapp1,10.0.1.1,test,GET,200,0.10466575622558594
1639351382,webapp1,10.0.1.1,test,GET,200,0.12826919555664062
1639351382,webapp1,10.1.3.4,test,GET,400,0.06628036499023438
1639351382,webapp1,10.1.3.4,test,GET,200,0.06961822509765625
1639351382,webapp1,10.0.1.1,test,GET,200,0.07009506225585938
1639351382,webapp1,10.1.3.4,test,GET,200,0.05936622619628906
1639351382,webapp1,10.0.1.1,test,GET,200,0.061511993408203125
1639351382,webapp1,10.0.1.1,test,GET,400,0.04935264587402344
1639351382,webapp1,10.0.1.1,test,GET,400,0.12683868408203125
1639351382,webapp1,10.1.3.4,test,GET,200,0.060558319091796875
1639351382,webapp1,10.0.1.1,test,GET,200,0.04649162292480469
1639351382,webapp1,10.1.3.4,test,GET,400,0.05125999450683594
1639351382,webapp1,10.0.1.1,test,GET,400,0.07891654968261719
1639351382,webapp1,10.0.1.1,test,GET,400,0.0629425048828125
1639351382,webapp1,10.1.3.4,test,GET,200,0.049114227294921875
1639351382,webapp1,10.1.3.4,test,GET,200,0.054836273193359375
1639351382,webapp1,10.0.1.1,test,GET,200,0.04649162292480469
1639351382,webapp1,10.0.1.1,test,GET,200,0.06365776062011719
1639351382,webapp1,10.1.3.4,test,GET,200,0.04553794860839844
1639351382,webapp1,10.1.3.4,test,GET,200,0.07963180541992188
1639351382,webapp1,10.0.1.1,test,GET,200,0.25010108947753906
1639351382,webapp1,10.1.3.4,test,GET,200,0.051975250244140625
1639351382,webapp1,10.1.3.4,test,GET,200,0.049591064453125
1639351382,webapp1,10.0.1.1,test,GET,200,0.04410743713378906
1639351382,webapp1,10.0.1.1,test,GET,200,0.14734268188476562
1639351382,webapp1,10.1.3.4,test,GET,200,0.06723403930664062
1639351382,webapp1,10.0.1.1,test,GET,400,0.04601478576660156
1639351382,webapp1,10.0.1.1,test,GET,200,0.049114227294921875
1639351382,webapp1,10.1.3.4,test,GET,400,0.049114227294921875
1639351382,webapp1,10.1.3.4,test,GET,200,0.04744529724121094
1639351382,webapp1,10.1.3.4,test,GET,200,0.049591064453125
1639351382,webapp1,10.0.1.1,test,GET,400,0.05269050598144531
1639351382,webapp1,10.1.3.4,test,GET,200,0.05555152893066406
1639351382,webapp1,10.0.1.1,test,GET,400,0.05602836608886719
1639351382,webapp1,10.1.3.4,test,GET,400,0.05555152893066406
1639351382,webapp1,10.1.3.4,test,GET,200,0.04601478576660156
1639351382,webapp1,10.1.3.4,test,GET,200,0.05078315734863281
1639351382,webapp1,10.0.1.1,test,GET,200,0.10538101196289062
1639351382,webapp1,10.0.1.1,test,GET,400,0.043392181396484375
1639351382,webapp1,10.1.3.4,test,GET,200,0.04076957702636719
1639351382,webapp1,10.0.1.1,test,GET,200,0.06461143493652344
1639351382,webapp1,10.1.3.4,test,GET,200,0.04673004150390625
1639351382,webapp1,10.0.1.1,test,GET,200,0.0438690185546875
1639351382,webapp1,10.1.3.4,test,GET,400,0.05507469177246094
1639351382,webapp1,10.1.3.4,test,GET,200,0.04863739013671875
1639351382,webapp1,10.0.1.1,test,GET,400,0.0457763671875
1639351382,webapp1,10.0.1.1,test,GET,200,0.07724761962890625
1639351382,webapp1,10.0.1.1,test,GET,200,0.049114227294921875
1639351382,webapp1,10.0.1.1,test,GET,400,0.05269050598144531
1639351382,webapp1,10.0.1.1,test,GET,400,0.04410743713378906
1639351382,webapp1,10.0.1.1,test,GET,200,0.05698204040527344
1639351382,webapp1,10.1.3.4,test,GET,200,0.09655952453613281
1639351382,webapp1,10.1.3.4,test,GET,200,0.048160552978515625
1639351382,webapp1,10.0.1.1,test,GET,200,0.05936622619628906
1639351382,webapp1,10.1.3.4,test,GET,200,0.047206878662109375
1639351382,webapp1,10.0.1.1,test,GET,200,0.03814697265625
